tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,date,year,month,day,tsun
4.3,-0.6,9.7,0.0,0.0,48.0,9.7,27.8,1025.6,2025-03-17,2025,3,17,
5.3,-1.0,11.7,0.0,0.0,88.0,15.3,35.2,1027.0,2025-03-18,2025,3,18,
7.3,2.4,12.7,0.0,0.0,97.0,14.8,31.5,1026.2,2025-03-19,2025,3,19,
8.2,3.3,13.3,0.0,0.0,115.0,15.1,31.5,1023.0,2025-03-20,2025,3,20,
11.2,5.2,21.1,0.0,0.0,120.0,15.3,38.9,1018.1,2025-03-21,2025,3,21,
13.6,10.0,16.8,0.8,0.0,110.0,12.8,31.5,1005.0,2025-03-22,2025,3,22,
11.9,9.4,14.9,1.7,0.0,163.0,5.7,18.5,1004.4,2025-03-23,2025,3,23,
10.8,5.6,15.8,0.0,0.0,272.0,7.3,22.2,1013.7,2025-03-24,2025,3,24,
8.8,6.1,12.4,0.4,0.0,294.0,8.3,20.4,1020.4,2025-03-25,2025,3,25,
8.4,5.8,10.7,1.5,0.0,331.0,9.6,24.1,1023.0,2025-03-26,2025,3,26,
7.9,1.1,15.0,0.0,0.0,64.0,3.7,14.8,1021.6,2025-03-27,2025,3,27,
9.4,2.1,16.6,0.0,0.0,205.0,6.2,16.7,1013.0,2025-03-28,2025,3,28,
8.8,5.2,13.0,0.1,0.0,310.0,12.7,31.5,1017.5,2025-03-29,2025,3,29,
8.7,4.3,12.8,0.6,0.0,254.0,19.2,55.5,1017.6,2025-03-30,2025,3,30,
8.3,5.9,11.4,,,321.0,14.6,35.2,1025.0,2025-03-31,2025,3,31,
7.6,0.8,13.1,,,51.0,13.3,46.3,1026.4,2025-04-01,2025,4,1,
10.4,3.2,17.4,,,79.0,19.5,53.7,1022.5,2025-04-02,2025,4,2,
13.4,7.3,20.4,,,97.0,16.4,38.9,1022.4,2025-04-03,2025,4,3,
13.9,6.0,22.6,,,87.0,7.2,22.2,1019.9,2025-04-04,2025,4,4,
11.9,5.6,18.3,,,12.0,8.6,31.5,1016.8,2025-04-05,2025,4,5,
7.5,2.7,12.8,,,85.0,17.0,40.8,1023.6,2025-04-06,2025,4,6,
6.9,-0.4,14.0,,,90.0,9.0,25.9,1025.7,2025-04-07,2025,4,7,
9.0,1.0,16.5,,,102.0,5.7,20.4,1026.5,2025-04-08,2025,4,8,
9.4,2.4,15.5,,,295.0,7.8,25.9,1024.7,2025-04-09,2025,4,9,
